;Unnamed: 0;numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;Unnamed: 59;formattedDate
3580;3580;7149;20150709030000;102090;30;3;300;3.700000;286.650000;283.650000;82;37220;3;0;0;10;1;1250;35;20;10;101010;mq;mq;520;mq;mq;mq;mq;mq;mq;mq;5.400000;7.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;6;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-09 03:00:00
3635;3635;7149;20150709060000;102210;120;1;300;3.600000;287.850000;284.450000;80;30000;2;0;0;40;3;450;31;20;10;101130;mq;mq;610;285.250000;mq;292.050000;mq;mq;mq;mq;5.600000;5.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;3;8;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-09 06:00:00
3691;3691;7149;20150709090000;102310;110;1;350;4.100000;291.050000;283.150000;60;19810;1;0;0;50;4;800;38;20;10;101240;mq;mq;620;mq;mq;mq;mq;mq;mq;mq;6.300000;6.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;3;8;960;2;6;1200;mq;mq;mq;mq;mq;mq;;2015-07-09 09:00:00
3747;3747;7149;20150709120000;102340;40;2;340;4.300000;293.850000;282.150000;47;25000;3;0;0;50;4;1750;32;20;10;101280;mq;mq;610;mq;mq;mq;mq;mq;mq;mq;7.200000;7.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;4;8;1600;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-09 12:00:00
3803;3803;7149;20150709150000;102310;-20;6;350;5.200000;295.850000;279.150000;34;25000;1;0;0;25;2;1750;34;20;10;101260;mq;mq;550;mq;mq;mq;mq;mq;mq;mq;7.700000;7.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;6;1900;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-09 15:00:00
3857;3857;7149;20150709180000;102320;10;3;340;3.100000;295.250000;277.750000;32;51130;2;0;0;0;0;mq;30;20;10;101270;mq;mq;550;287.850000;mq;296.550000;mq;mq;mq;mq;7.200000;7.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-09 18:00:00
3909;3909;7149;20150709210000;102420;80;3;40;3.700000;291.250000;279.150000;45;49580;2;0;0;0;0;mq;30;20;10;101350;mq;mq;480;mq;mq;mq;mq;mq;mq;mq;5.200000;6.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-09 21:00:00
3962;3962;7149;20150710000000;102440;10;0;50;1.900000;288.550000;279.250000;54;60000;2;0;0;0;0;mq;30;20;10;101360;mq;mq;380;mq;mq;mq;mq;mq;mq;mq;2.500000;3.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 00:00:00
4012;4012;7149;20150710030000;102350;-100;8;30;1.000000;285.050000;279.150000;67;30000;2;0;0;0;0;mq;30;20;10;101260;mq;mq;250;mq;mq;mq;mq;mq;mq;mq;1.200000;1.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 03:00:00
4068;4068;7149;20150710060000;102340;0;5;70;0.500000;288.050000;280.850000;62;30000;2;0;0;0;0;mq;30;20;10;101260;mq;mq;130;284.050000;mq;295.350000;mq;mq;mq;mq;1.100000;2.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 06:00:00
4124;4124;7149;20150710090000;102220;-100;7;90;5.000000;294.550000;281.150000;42;60000;2;0;0;0;0;mq;30;20;10;101160;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;7.700000;7.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 09:00:00
4177;4177;7149;20150710120000;101980;-220;8;110;4.900000;298.450000;279.150000;29;44280;2;0;0;0;0;mq;30;20;10;100940;mq;mq;-340;mq;mq;mq;mq;mq;mq;mq;7.800000;8.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 12:00:00
4231;4231;7149;20150710150000;101690;-280;8;100;4.600000;301.350000;278.250000;23;35000;2;0;0;0;0;mq;30;20;10;100660;mq;mq;-600;mq;mq;mq;mq;mq;mq;mq;7.900000;9.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 15:00:00
4282;4282;7149;20150710180000;101500;-190;6;120;4.100000;301.450000;276.350000;20;42590;2;0;0;0;0;mq;30;20;10;100470;mq;mq;-800;288.050000;mq;302.150000;mq;mq;mq;mq;8.400000;9.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 18:00:00
4338;4338;7149;20150710210000;101460;-50;8;110;1.700000;295.550000;278.050000;32;58130;0;0;0;mq;0;mq;mq;mq;mq;100420;mq;mq;-930;mq;mq;mq;mq;mq;mq;mq;2.400000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-10 21:00:00
4394;4394;7149;20150711000000;101440;-40;8;0;0.000000;289.950000;279.750000;51;42660;2;0;0;0;0;mq;30;20;10;100380;mq;mq;-980;mq;mq;mq;mq;mq;mq;mq;0.000000;1.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 00:00:00
4448;4448;7149;20150711030000;101410;-40;5;250;0.900000;287.450000;280.250000;62;35000;3;0;0;10;0;8000;30;20;11;100340;mq;mq;-920;mq;mq;mq;mq;mq;mq;mq;1.200000;1.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 03:00:00
4504;4504;7149;20150711060000;101560;160;3;270;2.700000;290.650000;282.550000;59;39870;1;2;2;60;0;8000;30;20;11;100500;mq;mq;-760;286.350000;mq;301.450000;mq;mq;mq;mq;5.100000;5.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 06:00:00
4560;4560;7149;20150711090000;101760;220;3;300;6.100000;297.450000;284.750000;45;35000;2;2;2;60;0;8000;30;20;11;100720;mq;mq;-440;mq;mq;mq;mq;mq;mq;mq;8.800000;8.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 09:00:00
4616;4616;7149;20150711120000;101880;130;1;300;6.600000;300.250000;284.750000;38;35000;3;0;0;10;1;1750;31;20;10;100850;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;9.700000;10.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1600;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 12:00:00
4671;4671;7149;20150711150000;101920;40;0;290;5.200000;300.550000;285.750000;40;35000;2;0;0;10;1;1750;31;20;10;100890;mq;mq;230;mq;mq;mq;mq;mq;mq;mq;8.200000;10.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1700;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 15:00:00
4726;4726;7149;20150711180000;101980;50;3;320;5.800000;297.850000;286.050000;48;35000;1;0;0;10;0;8000;30;20;11;100940;mq;mq;470;290.750000;mq;300.950000;mq;mq;mq;mq;8.500000;10.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 18:00:00
4779;4779;7149;20150711210000;102080;90;3;330;4.800000;294.350000;285.450000;57;35000;2;0;0;10;0;8000;30;20;11;101030;mq;mq;610;mq;mq;mq;mq;mq;mq;mq;8.100000;8.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-11 21:00:00
4834;4834;7149;20150712000000;102130;30;1;320;2.200000;290.750000;283.350000;62;30000;2;0;0;10;0;8000;30;20;11;101060;mq;mq;680;mq;mq;mq;mq;mq;mq;mq;2.800000;4.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-12 00:00:00
4890;4890;7149;20150712030000;102140;-10;7;260;1.600000;286.050000;283.250000;83;49190;2;0;0;0;0;mq;30;20;10;101050;mq;mq;710;mq;mq;mq;mq;mq;mq;mq;1.800000;1.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-12 03:00:00
4945;4945;7149;20150712060000;102150;30;2;290;1.500000;290.250000;284.550000;69;30000;3;2;2;75;6;1250;35;20;10;101080;mq;mq;580;285.850000;mq;297.850000;mq;mq;mq;mq;2.600000;3.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;6;1300;4;6;1500;mq;mq;mq;mq;mq;mq;;2015-07-12 06:00:00
5000;5000;7149;20150712090000;102160;20;0;250;2.200000;293.950000;283.750000;52;30000;1;2;2;90;1;1250;35;20;12;101100;mq;mq;380;mq;mq;mq;mq;mq;mq;mq;5.200000;5.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;1350;7;0;8000;mq;mq;mq;mq;mq;mq;;2015-07-12 09:00:00
5054;5054;7149;20150712120000;102040;-100;6;260;5.200000;297.650000;284.250000;43;30000;3;2;2;90;1;1250;31;27;12;101000;mq;mq;150;mq;mq;mq;mq;mq;mq;mq;8.500000;8.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;1400;3;3;5400;7;0;6600;mq;mq;mq;;2015-07-12 12:00:00
5107;5107;7149;20150712150000;102040;-10;7;350;4.500000;295.050000;285.050000;53;30000;60;6;2;90;5;1250;35;27;mq;100990;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;9.700000;9.700000;-10;0;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;6;1100;4;6;1400;7;3;2500;mq;mq;mq;;2015-07-12 15:00:00
5160;5160;7149;20150712180000;102070;20;3;330;2.400000;293.450000;285.950000;62;60000;3;2;2;90;1;1250;31;27;mq;101010;mq;mq;70;290.250000;mq;298.450000;mq;mq;mq;mq;3.500000;5.200000;-10;0;0.000000;0.000000;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;8;1000;7;3;2450;mq;mq;mq;mq;mq;mq;;2015-07-12 18:00:00
5215;5215;7149;20150712210000;102110;40;3;270;2.800000;292.850000;284.850000;60;60000;1;2;2;90;1;2250;35;27;mq;101050;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;4.400000;5.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;6;2000;5;3;2400;5;3;3500;mq;mq;mq;;2015-07-12 21:00:00
5268;5268;7149;20150713000000;102030;-80;7;220;1.700000;292.350000;285.350000;64;60000;0;2;2;100;8;1750;mq;mq;mq;100970;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;2.600000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;1560;7;mq;2640;8;mq;3240;mq;mq;mq;;2015-07-13 00:00:00
5322;5322;7149;20150713030000;101970;-60;6;260;3.900000;292.050000;285.750000;67;30000;3;2;2;90;7;1250;35;mq;mq;100910;mq;mq;-140;mq;mq;mq;mq;mq;mq;mq;6.100000;6.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;6;1130;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-13 03:00:00
5377;5377;7149;20150713060000;101960;-10;5;260;3.500000;292.250000;286.450000;69;25000;3;2;2;90;1;1750;35;23;mq;100900;mq;mq;-180;291.350000;mq;293.450000;mq;mq;mq;mq;4.900000;5.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;6;1600;7;3;2480;mq;mq;mq;mq;mq;mq;;2015-07-13 06:00:00
5433;5433;7149;20150713090000;102010;60;0;260;4.100000;295.150000;287.750000;63;34480;0;2;2;100;3;800;mq;mq;mq;100960;mq;mq;-140;mq;mq;mq;mq;mq;mq;mq;5.800000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;2;mq;780;3;mq;1470;7;mq;2220;mq;mq;mq;;2015-07-13 09:00:00
5488;5488;7149;20150713120000;101950;-50;6;260;5.500000;297.850000;287.350000;52;30000;2;2;2;90;3;1250;32;23;mq;100910;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;8.000000;9.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;3;8;1200;7;3;2040;mq;mq;mq;mq;mq;mq;;2015-07-13 12:00:00
5544;5544;7149;20150713150000;101860;-80;7;280;6.000000;298.850000;287.350000;49;30000;1;2;2;90;7;1250;38;mq;mq;100830;mq;mq;-160;mq;mq;mq;mq;mq;mq;mq;10.000000;10.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;8;1300;7;6;1690;mq;mq;mq;mq;mq;mq;;2015-07-13 15:00:00
5599;5599;7149;20150713180000;101850;-10;5;290;5.200000;299.050000;287.550000;49;30000;1;1;1;50;3;1250;38;20;11;100820;mq;mq;-190;292.250000;mq;300.850000;mq;mq;mq;mq;8.400000;8.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1470;3;6;1680;4;0;8000;mq;mq;mq;;2015-07-13 18:00:00
5651;5651;7149;20150713210000;101950;80;3;250;2.400000;293.850000;286.750000;64;30000;3;0;0;10;1;3000;30;23;11;100900;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;3.400000;7.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;3000;1;0;8000;mq;mq;mq;mq;mq;mq;;2015-07-13 21:00:00
5702;5702;7149;20150714000000;101940;-20;8;260;1.200000;291.150000;286.450000;74;30000;2;0;0;0;0;mq;30;20;10;100880;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;2.000000;3.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-14 00:00:00
5758;5758;7149;20150714030000;101950;0;5;230;1.400000;288.850000;285.750000;82;33310;1;0;0;10;1;1250;35;20;10;100880;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;2.200000;3.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;1450;1;6;2000;mq;mq;mq;mq;mq;mq;;2015-07-14 03:00:00
5813;5813;7149;20150714060000;101990;50;2;250;2.200000;291.450000;287.550000;78;25000;3;2;2;90;7;800;35;mq;mq;100930;mq;mq;30;288.750000;mq;299.050000;mq;mq;mq;mq;2.900000;2.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;6;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-14 06:00:00
5868;5868;7149;20150714090000;102010;30;0;260;4.200000;295.550000;287.650000;61;35000;1;2;2;60;5;800;35;20;10;100960;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;7.200000;7.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-14 09:00:00
5922;5922;7149;20150714120000;102030;30;1;250;4.900000;297.250000;287.650000;55;35000;1;2;2;75;6;1250;35;20;10;100990;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;7.500000;8.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;6;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-14 12:00:00
5977;5977;7149;20150714150000;101990;-40;6;280;3.500000;298.450000;287.550000;51;35000;1;2;2;90;7;1250;38;mq;mq;100950;mq;mq;120;mq;mq;mq;mq;mq;mq;mq;7.200000;7.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;8;1380;6;6;1560;mq;mq;mq;mq;mq;mq;;2015-07-14 15:00:00
6032;6032;7149;20150714180000;101950;-40;8;280;3.700000;298.550000;287.050000;49;58180;3;1;1;40;3;1250;34;20;10;100910;mq;mq;90;291.450000;mq;300.150000;mq;mq;mq;mq;5.500000;7.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;6;1450;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-14 18:00:00
6081;6081;7149;20150714210000;102100;140;3;330;2.400000;294.750000;286.950000;61;60000;3;0;0;10;1;4500;30;23;10;101050;mq;mq;150;mq;mq;mq;mq;mq;mq;mq;3.300000;4.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;4500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-14 21:00:00
6136;6136;7149;20150715000000;102120;0;0;340;1.000000;290.550000;287.450000;82;18600;2;0;0;10;1;3000;30;23;10;101050;mq;mq;170;mq;mq;mq;mq;mq;mq;mq;1.400000;2.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;3000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-15 00:00:00
6191;6191;7149;20150715030000;102080;-40;8;200;0.700000;290.350000;287.050000;81;30000;3;0;0;25;2;3000;30;23;10;101010;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;1.000000;1.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;3;3000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-15 03:00:00
6246;6246;7149;20150715060000;102070;0;5;190;1.200000;291.450000;287.950000;80;16010;3;0;0;50;4;1750;35;20;11;101010;mq;mq;80;288.850000;mq;298.650000;mq;mq;mq;mq;1.800000;1.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;6;1850;1;6;2300;1;0;8000;mq;mq;mq;;2015-07-15 06:00:00
6303;6303;7149;20150715090000;102030;-20;8;230;3.100000;297.650000;288.250000;56;30000;1;0;0;10;1;1250;38;20;11;100990;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;5.300000;6.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1060;1;6;1500;1;0;8000;mq;mq;mq;;2015-07-15 09:00:00
6357;6357;7149;20150715120000;101870;-140;8;200;2.700000;301.850000;288.750000;45;37030;1;0;0;10;1;1250;31;20;10;100850;mq;mq;-140;mq;mq;mq;mq;mq;mq;mq;4.900000;6.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1440;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-15 12:00:00
6411;6411;7149;20150715150000;101710;-150;7;230;2.000000;304.350000;287.050000;35;30000;1;0;0;25;2;1750;31;20;10;100700;mq;mq;-250;mq;mq;mq;mq;mq;mq;mq;5.200000;7.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;1900;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-15 15:00:00
6467;6467;7149;20150715180000;101600;-110;7;240;1.800000;304.350000;283.650000;28;35000;2;0;0;10;1;2250;31;23;10;100590;mq;mq;-320;291.550000;mq;304.850000;mq;mq;mq;mq;3.600000;6.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;2100;1;3;5000;mq;mq;mq;mq;mq;mq;;2015-07-15 18:00:00
6515;6515;7149;20150715210000;101730;100;3;40;5.500000;297.950000;289.650000;60;35000;2;0;0;10;1;4500;30;23;10;100690;mq;mq;-360;mq;mq;mq;mq;mq;mq;mq;7.800000;7.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;4500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-15 21:00:00
6564;6564;7149;20150716000000;101810;70;1;40;4.600000;294.250000;290.250000;78;35000;2;0;0;0;0;mq;30;20;10;100760;mq;mq;-290;mq;mq;mq;mq;mq;mq;mq;7.800000;8.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-16 00:00:00
6619;6619;7149;20150716030000;101750;-70;6;40;3.600000;292.250000;289.250000;83;35000;2;0;0;0;0;mq;30;20;10;100690;mq;mq;-320;mq;mq;mq;mq;mq;mq;mq;4.900000;5.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-16 03:00:00
6673;6673;7149;20150716060000;101710;-30;7;50;2.600000;294.250000;289.650000;75;35000;1;0;0;0;0;mq;30;20;10;100660;mq;mq;-350;291.750000;mq;304.350000;mq;mq;mq;mq;4.700000;5.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-16 06:00:00
6729;6729;7149;20150716090000;101620;-70;8;90;1.900000;300.350000;290.250000;54;25000;2;0;0;0;0;mq;30;20;10;100590;mq;mq;-400;mq;mq;mq;mq;mq;mq;mq;3.500000;4.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-16 09:00:00
6782;6782;7149;20150716120000;101380;-220;8;150;4.100000;306.050000;285.150000;28;35000;3;0;0;10;1;1750;31;20;10;100370;mq;mq;-480;mq;mq;mq;mq;mq;mq;mq;7.700000;7.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-16 12:00:00
6838;6838;7149;20150716150000;101120;-250;8;130;5.500000;308.750000;285.050000;24;25000;1;2;2;60;1;1750;32;28;10;100120;mq;mq;-580;mq;mq;mq;mq;mq;mq;mq;8.800000;9.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;1800;5;3;4200;mq;mq;mq;mq;mq;mq;;2015-07-16 15:00:00
6892;6892;7149;20150716180000;101030;-90;6;180;3.600000;306.650000;283.950000;25;20000;17;9;2;75;1;2600;39;28;10;100030;mq;mq;-560;294.350000;mq;309.050000;mq;mq;mq;mq;6.300000;8.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;3;5000;3;9;2600;mq;mq;mq;mq;mq;mq;;2015-07-16 18:00:00
6945;6945;7149;20150716210000;100990;-60;5;220;2.000000;301.050000;286.950000;42;30000;1;0;0;25;2;5100;30;24;10;99970;mq;mq;-720;mq;mq;mq;mq;mq;mq;mq;3.200000;3.200000;-10;0;0.000000;0.000000;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;2;3;5100;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-16 21:00:00
7001;7001;7149;20150717000000;101240;240;3;220;4.400000;298.250000;289.450000;58;30000;1;0;0;10;1;4920;30;23;10;100210;mq;mq;-550;mq;mq;mq;mq;mq;mq;mq;8.000000;9.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;3;4920;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-17 00:00:00
7058;7058;7149;20150717030000;101370;110;1;240;4.200000;293.550000;288.950000;75;30000;2;0;0;10;0;8000;30;20;11;100320;mq;mq;-370;mq;mq;mq;mq;mq;mq;mq;6.200000;6.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-07-17 03:00:00
