Date;Vacance A;Vacances B;Vacances C;Férié;Vacance A Bool;Vacances B Bool;Vacances C Bool;Vacances;Férié Bool
14/07/2017;1;1;1;1;VRAI;VRAI;VRAI;VRAI;VRAI
15/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
16/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
17/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
18/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
19/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
20/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
21/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
22/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
23/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
24/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
25/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
26/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
27/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
28/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
29/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
30/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
31/07/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
01/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
02/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
03/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
04/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
05/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
06/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
07/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
08/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
09/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
10/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
11/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
12/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
13/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
14/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
15/08/2017;1;1;1;1;VRAI;VRAI;VRAI;VRAI;VRAI
16/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
17/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
18/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
19/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
20/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
21/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
22/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
23/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
24/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
25/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
26/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
27/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
28/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
29/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
30/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
31/08/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
01/09/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
02/09/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
03/09/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
04/09/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
05/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
06/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
07/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
08/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
09/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
10/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
11/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
12/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
13/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
14/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
15/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
16/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
17/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
18/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
19/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
20/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
21/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
22/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
23/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
24/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
25/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
26/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
27/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
28/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
29/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
30/09/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
01/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
02/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
03/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
04/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
05/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
06/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
07/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
08/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
09/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
10/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
11/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
12/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
13/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
14/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
15/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
16/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
17/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
18/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
19/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
20/10/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
21/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
22/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
23/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
24/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
25/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
26/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
27/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
28/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
29/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
30/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
31/10/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
01/11/2017;1;1;1;1;VRAI;VRAI;VRAI;VRAI;VRAI
02/11/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
03/11/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
04/11/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
05/11/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
06/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
07/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
08/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
09/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
10/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
11/11/2017;;;;1;FAUX;FAUX;FAUX;FAUX;VRAI
12/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
13/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
14/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
15/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
16/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
17/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
18/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
19/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
20/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
21/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
22/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
23/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
24/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
25/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
26/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
27/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
28/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
29/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
30/11/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
01/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
02/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
03/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
04/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
05/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
06/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
07/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
08/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
09/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
10/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
11/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
12/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
13/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
14/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
15/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
16/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
17/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
18/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
19/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
20/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
21/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
22/12/2017;;;;;FAUX;FAUX;FAUX;FAUX;FAUX
23/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
24/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
25/12/2017;1;1;1;1;VRAI;VRAI;VRAI;VRAI;VRAI
26/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
27/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
28/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
29/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
30/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
31/12/2017;1;1;1;;VRAI;VRAI;VRAI;VRAI;FAUX
